doc,utterance,speaker,query,text,exactage,age1994,agerange,gender,nat,birthplace,birthcountry,l1,lingorig,dialect_rep,hab_city,hab_country,hab_dur,dialect_l1,dialect_l2,dialect_l3,dialect_l4,edqual,occupation,socgrade,nssec,l2,fls,in_core,rec_length,rec_date,rec_year,rec_period,n_speakers,list_speakers,rec_loc,relationships,topics,activity,conv_type,conventions,in_sample,transcriber
SJ8J,357,S0144,I 've got to V,I 've got to write,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
SJ8J,365,S0144,I 've got to V,I 've got to do,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
SLBS,1347,S0024,I 've got to V,I 've got to plan,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:17:15,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","Music, food, work",Married couple talking,"Discussing, explaining",Revised,y,T10
SLBS,1574,S0024,I 've got to V,I 've got to email,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:17:15,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","Music, food, work",Married couple talking,"Discussing, explaining",Revised,y,T10
SLBS,1578,S0024,I 've got to V,I 've got to write,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:17:15,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","Music, food, work",Married couple talking,"Discussing, explaining",Revised,y,T10
SLBS,575,S0144,I 've got to V,I 've got to do,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,1:17:15,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","Music, food, work",Married couple talking,"Discussing, explaining",Revised,y,T10
SLBS,1234,S0144,I 've got to V,I 've got to teach,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,1:17:15,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","Music, food, work",Married couple talking,"Discussing, explaining",Revised,y,T10
SRTU,302,S0024,I 've got to V,I 've got to do,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:36:14,2014-09-13,2014,2014_Q3,2,S0024 S0144,Speakers' home,"Close family, partners, very close friends",Teaching,Couple plan classes together,"Discussing, explaining",Revised,y,T09
SK7X,93,S0024,I 've got to V,I 've got to be,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:15:17,2012-03-14,2012,2012_Q1,2,S0024 S0144,"ANON's parents' house, Norfolk","Close family, partners, very close friends","Cooking, kids, Walmart, oil",Couple chat and cook.,"Discussing, explaining",Original,y,T20
SJFG,21,S0260,I 've got to V,I 've got to leave,80,60plus,80_89,F,British,Peterborough,England,English,England,East Anglia,,England,80,uk,england,south,eastern_engl,2_secondary,retired,E,8,,,n,0:34:07,2014-09-11,2014,2014_Q3,4,S0255 S0259 S0260 S0356,"Speakers' home, Peterborough","Close family, partners, very close friends","Operation, infections, tablets, friendships, acupuncture, family, rugby, skiing, cars (MOT/new tyres), hospital appointments. ",Catching up over coffee with family and friends,"Discussing, explaining, inquiring, advising, anecdote telling, telling jokes",Revised,n,T06
SJFG,542,S0356,I 've got to V,I 've got to go,83,60plus,80_89,M,British,"Thorney, Peterborough",England,English,England,Fenland,"Farcet, Peterborough",England,56 years,uk,england,south,eastern_engl,2_secondary,Retired lorry driver,E,8,,,n,0:34:07,2014-09-11,2014,2014_Q3,4,S0255 S0259 S0260 S0356,"Speakers' home, Peterborough","Close family, partners, very close friends","Operation, infections, tablets, friendships, acupuncture, family, rugby, skiing, cars (MOT/new tyres), hospital appointments. ",Catching up over coffee with family and friends,"Discussing, explaining, inquiring, advising, anecdote telling, telling jokes",Revised,n,T06
SJFG,555,S0356,I 've got to V,I 've got to take,83,60plus,80_89,M,British,"Thorney, Peterborough",England,English,England,Fenland,"Farcet, Peterborough",England,56 years,uk,england,south,eastern_engl,2_secondary,Retired lorry driver,E,8,,,n,0:34:07,2014-09-11,2014,2014_Q3,4,S0255 S0259 S0260 S0356,"Speakers' home, Peterborough","Close family, partners, very close friends","Operation, infections, tablets, friendships, acupuncture, family, rugby, skiing, cars (MOT/new tyres), hospital appointments. ",Catching up over coffee with family and friends,"Discussing, explaining, inquiring, advising, anecdote telling, telling jokes",Revised,n,T06
SVFH,1084,S0250,I 've got to V,I 've got to do,26,25_34,19_29,M,British,Leicester,England,English,England,East Midlands,Liverpool,England,8,uk,england,midlands,e_midlands,5_postgrad,writer,B,2,,,y,1:09:36,2014-09-25,2014,2014_Q3,2,S0250 S0253,"speaker ANON's flat, Liverpool","Close family, partners, very close friends","Films, The Dentist, Holidays, Books, Gigs, Food, Football, Writing, Accents, TV shows, Music, Citibikes",Two friends talking while watching a film,"Discussing, explaining, inquiring, anecdote telling, telling jokes",Revised,y,T10
SNNG,550,S0518,I 've got to V,I 've got to have,48,45_59,40_49,F,British,Staffordshire,UK,English,England,Midlands,Lichfield,UK,19 years,uk,england,midlands,unspecified,4_graduate,Customer Services Team Leader,C1,3,,,y,1:39:00,2016-05-06,2016,2016_Q2,2,S0517 S0518,"Cafe, Lichfield)","Close family, partners, very close friends","resignation at work, drama auditions, relationships and potential affairs",Hearing about a friend’s complicated life.,"Discussing, explaining, inquiring, advising, anecdote telling",Revised,n,T10
SNNG,972,S0518,I 've got to V,I 've got to know,48,45_59,40_49,F,British,Staffordshire,UK,English,England,Midlands,Lichfield,UK,19 years,uk,england,midlands,unspecified,4_graduate,Customer Services Team Leader,C1,3,,,y,1:39:00,2016-05-06,2016,2016_Q2,2,S0517 S0518,"Cafe, Lichfield)","Close family, partners, very close friends","resignation at work, drama auditions, relationships and potential affairs",Hearing about a friend’s complicated life.,"Discussing, explaining, inquiring, advising, anecdote telling",Revised,n,T10
SNNG,1120,S0518,I 've got to V,I 've got to say,48,45_59,40_49,F,British,Staffordshire,UK,English,England,Midlands,Lichfield,UK,19 years,uk,england,midlands,unspecified,4_graduate,Customer Services Team Leader,C1,3,,,y,1:39:00,2016-05-06,2016,2016_Q2,2,S0517 S0518,"Cafe, Lichfield)","Close family, partners, very close friends","resignation at work, drama auditions, relationships and potential affairs",Hearing about a friend’s complicated life.,"Discussing, explaining, inquiring, advising, anecdote telling",Revised,n,T10
SNNG,597,S0517,I 've got to V,I 've got to be,47,45_59,40_49,F,British,Sutton Coldfield,UK,English,England,Midlands,Lichfield,UK,14 years,uk,england,midlands,unspecified,4_graduate,Self employed - marketing & Proofing services,C1,3,,French -- working knowledge; German -- Working knowledge,y,1:39:00,2016-05-06,2016,2016_Q2,2,S0517 S0518,"Cafe, Lichfield)","Close family, partners, very close friends","resignation at work, drama auditions, relationships and potential affairs",Hearing about a friend’s complicated life.,"Discussing, explaining, inquiring, advising, anecdote telling",Revised,n,T10
SBQ6,1446,S0517,I 've got to V,I 've got to go,47,45_59,40_49,F,British,Sutton Coldfield,UK,English,England,Midlands,Lichfield,UK,14 years,uk,england,midlands,unspecified,4_graduate,Self employed - marketing & Proofing services,C1,3,,French -- working knowledge; German -- Working knowledge,y,1:11:25,2016-01-26,2016,2016_Q1,2,S0517 S0558,"Family home, Fradley)","Close family, partners, very close friends","Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.",Friends carrying on chatting over coffee.,"Discussing, explaining, anecdote telling",Revised,n,T10
SBQ6,330,S0558,I 've got to V,I 've got to do,50,45_59,50_59,F,British,Birmingham,UK,English,England,Midlands,Lichfield,UK,24 years,uk,england,midlands,unspecified,3_sixthform,Sales Rep/ Lunchtime Supervisor,D,6,,,y,1:11:25,2016-01-26,2016,2016_Q1,2,S0517 S0558,"Family home, Fradley)","Close family, partners, very close friends","Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.",Friends carrying on chatting over coffee.,"Discussing, explaining, anecdote telling",Revised,n,T10
SBQ6,503,S0558,I 've got to V,I 've got to live,50,45_59,50_59,F,British,Birmingham,UK,English,England,Midlands,Lichfield,UK,24 years,uk,england,midlands,unspecified,3_sixthform,Sales Rep/ Lunchtime Supervisor,D,6,,,y,1:11:25,2016-01-26,2016,2016_Q1,2,S0517 S0558,"Family home, Fradley)","Close family, partners, very close friends","Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.",Friends carrying on chatting over coffee.,"Discussing, explaining, anecdote telling",Revised,n,T10
SBQ6,1433,S0558,I 've got to V,I 've got to drop,50,45_59,50_59,F,British,Birmingham,UK,English,England,Midlands,Lichfield,UK,24 years,uk,england,midlands,unspecified,3_sixthform,Sales Rep/ Lunchtime Supervisor,D,6,,,y,1:11:25,2016-01-26,2016,2016_Q1,2,S0517 S0558,"Family home, Fradley)","Close family, partners, very close friends","Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.",Friends carrying on chatting over coffee.,"Discussing, explaining, anecdote telling",Revised,n,T10
SBQ6,1519,S0558,I 've got to V,I 've got to go,50,45_59,50_59,F,British,Birmingham,UK,English,England,Midlands,Lichfield,UK,24 years,uk,england,midlands,unspecified,3_sixthform,Sales Rep/ Lunchtime Supervisor,D,6,,,y,1:11:25,2016-01-26,2016,2016_Q1,2,S0517 S0558,"Family home, Fradley)","Close family, partners, very close friends","Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.",Friends carrying on chatting over coffee.,"Discussing, explaining, anecdote telling",Revised,n,T10
SUNM,2235,S0517,I 've got to V,I 've got to be,47,45_59,40_49,F,British,Sutton Coldfield,UK,English,England,Midlands,Lichfield,UK,14 years,uk,england,midlands,unspecified,4_graduate,Self employed - marketing & Proofing services,C1,3,,French -- working knowledge; German -- Working knowledge,y,2:34:00,2016-06-24,2016,2016_Q2,2,S0517 S0558,"Family home, Fradley, Lichfield","Close family, partners, very close friends","Referendum, piano, family, local events, sixth form, car park passes, driving, illness, people from the past, sport, exercise, holidays and baby",Friends catching up over coffee.,"Discussing, explaining, inquiring, anecdote telling",Revised,n,T10
SUNM,257,S0558,I 've got to V,I 've got to repair,50,45_59,50_59,F,British,Birmingham,UK,English,England,Midlands,Lichfield,UK,24 years,uk,england,midlands,unspecified,3_sixthform,Sales Rep/ Lunchtime Supervisor,D,6,,,y,2:34:00,2016-06-24,2016,2016_Q2,2,S0517 S0558,"Family home, Fradley, Lichfield","Close family, partners, very close friends","Referendum, piano, family, local events, sixth form, car park passes, driving, illness, people from the past, sport, exercise, holidays and baby",Friends catching up over coffee.,"Discussing, explaining, inquiring, anecdote telling",Revised,n,T10
SUNM,1119,S0558,I 've got to V,I 've got to be,50,45_59,50_59,F,British,Birmingham,UK,English,England,Midlands,Lichfield,UK,24 years,uk,england,midlands,unspecified,3_sixthform,Sales Rep/ Lunchtime Supervisor,D,6,,,y,2:34:00,2016-06-24,2016,2016_Q2,2,S0517 S0558,"Family home, Fradley, Lichfield","Close family, partners, very close friends","Referendum, piano, family, local events, sixth form, car park passes, driving, illness, people from the past, sport, exercise, holidays and baby",Friends catching up over coffee.,"Discussing, explaining, inquiring, anecdote telling",Revised,n,T10
SN4N,11,S0517,I 've got to V,I 've got to start,47,45_59,40_49,F,British,Sutton Coldfield,UK,English,England,Midlands,Lichfield,UK,14 years,uk,england,midlands,unspecified,4_graduate,Self employed - marketing & Proofing services,C1,3,,French -- working knowledge; German -- Working knowledge,y,1:43:20,2015-11-30,2015,2015_Q4,2,S0517 S0558,"(ANON’s home, Fradley, Staffs)","Close family, partners, very close friends","Old age, climate change, cross country, local community, education, skills show, school show, school",Friends talking about children and current issues.,"Discussing, explaining, inquiring, anecdote telling",Revised,n,T06
SN4N,1407,S0558,I 've got to V,I 've got to say,50,45_59,50_59,F,British,Birmingham,UK,English,England,Midlands,Lichfield,UK,24 years,uk,england,midlands,unspecified,3_sixthform,Sales Rep/ Lunchtime Supervisor,D,6,,,y,1:43:20,2015-11-30,2015,2015_Q4,2,S0517 S0558,"(ANON’s home, Fradley, Staffs)","Close family, partners, very close friends","Old age, climate change, cross country, local community, education, skills show, school show, school",Friends talking about children and current issues.,"Discussing, explaining, inquiring, anecdote telling",Revised,n,T06
SBSJ,169,S0086,I 've got to V,I 've got to pay,,Unknown,19_29,M,British,"Cuckfield, West Sussex",England,English,England,Southern,Cambridge,England,"1 year, 9 months",uk,england,south,unspecified,2_secondary,Retired,E,8,,,n,0:39:06,2012-03-14,2012,2012_Q1,3,S0041 S0046 S0086,"ANON’s home, Cambridge","Friends, wider family circle","Food, family","Friends making dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
